Temperature,Humidity,Pressure,Precipitation
75.02,59.8,29.72,0
73.94,64.01,29.72,0
73.94,62.0,29.72,0
73.04,65.97,29.72,0
73.04,65.97,29.73,0
71.96,73.36,29.74,0
73.94,66.5,29.74,0
75.92,64.25,29.76,0
78.98,58.08,29.76,0
80.96,54.45,29.76,0
84.02,51.23,29.76,0
86.0,48.09,29.75,0
84.92,53.32,29.73,0
86.0,51.51,29.73,0
84.92,51.36,29.72,0
82.94,60.83,29.71,0
82.94,56.82,29.72,0
82.04,54.6,29.72,0
80.96,62.49,29.73,1
80.06,64.35,29.74,0
80.06,62.38,29.76,0
78.98,62.24,29.76,0
78.98,64.62,29.76,0
80.06,62.38,29.76,0
80.06,62.38,29.76,0
73.94,87.49,29.77,1
71.06,96.4,29.76,1
71.96,93.51,29.75,1
71.96,97.0,29.74,0
73.04,96.43,29.76,0
73.04,96.43,29.78,1
69.98,96.98,29.81,1
71.96,97.0,29.82,1
71.96,97.0,29.82,1
73.04,93.54,29.82,1
73.94,87.49,29.82,1
73.94,93.56,29.81,1
75.02,87.54,29.8,1
73.94,90.75,29.8,1
73.04,93.54,29.8,1
73.04,96.43,29.81,1
73.04,93.54,29.79,1
73.04,96.43,29.8,0
73.04,93.54,29.82,0
73.04,93.54,29.83,0
73.04,93.54,29.82,0
73.04,93.54,29.83,0
73.94,93.56,29.84,0
73.94,90.75,29.84,0
73.04,96.43,29.83,1
71.96,97.0,29.82,0
73.04,93.54,29.84,0
73.04,93.54,29.85,0
73.04,93.54,29.87,0
73.94,93.56,29.87,0
73.94,90.75,29.88,0
75.02,87.54,29.88,0
77.0,81.97,29.9,0
80.06,74.14,29.9,0
80.96,69.4,29.9,0
82.94,65.09,29.89,0
80.06,71.47,29.87,0
80.96,69.4,29.86,0
82.04,67.01,29.86,0
80.96,60.58,29.86,0
80.06,69.31,29.86,0
78.08,76.26,29.88,0
77.0,81.97,29.89,0
75.92,87.58,29.91,0
77.0,84.51,29.91,0
77.0,84.51,29.91,0
75.02,87.54,29.92,0
75.02,87.54,29.9,0
73.94,87.49,29.89,0
73.94,84.84,29.88,0
73.94,84.84,29.87,0
73.04,87.44,29.87,0
73.04,87.44,29.88,0
73.04,87.44,29.88,1
71.96,93.51,29.87,1
71.96,93.51,29.87,1
71.06,96.4,29.85,1
71.96,97.0,29.83,1
71.96,97.0,29.81,1
73.04,93.54,29.79,1
73.04,93.54,29.78,0
73.04,93.54,29.76,1
73.04,96.43,29.75,1
73.94,97.03,29.74,0
73.04,96.43,29.75,0
73.04,96.43,29.75,1
73.04,96.43,29.76,0
73.04,93.54,29.77,0
71.96,97.0,29.74,0
73.04,93.54,29.76,0
73.04,93.54,29.74,0
71.96,97.0,29.73,0
71.96,97.0,29.72,0
71.96,97.0,29.72,0
73.04,93.54,29.73,0
73.04,93.54,29.74,0
73.04,96.43,29.74,0
73.94,90.75,29.74,0
73.94,87.49,29.73,0
75.92,81.9,29.74,0
78.08,73.95,29.73,0
80.96,67.3,29.72,0
80.96,64.86,29.71,0
78.98,71.8,29.68,0
71.06,93.48,29.68,1
73.94,93.56,29.69,1
73.94,93.56,29.68,1
71.06,86.8,29.68,0
71.96,90.68,29.69,1
71.96,87.39,29.69,1
71.96,84.2,29.71,0
71.96,84.2,29.71,0
71.06,90.09,29.71,0
71.06,90.09,29.7,0
71.06,86.8,29.71,0
71.06,86.8,29.69,0
69.98,90.04,29.7,0
71.06,86.8,29.71,0
71.06,84.14,29.71,0
71.06,81.04,29.73,0
71.96,81.62,29.75,0
75.02,75.98,29.76,0
75.92,76.54,29.76,0
80.06,64.35,29.77,0
82.94,56.82,29.77,0
84.02,54.88,29.78,0
84.92,53.32,29.78,0
84.92,51.36,29.78,0
84.92,49.77,29.76,0
84.92,51.36,29.76,0
84.02,54.88,29.77,0
84.92,51.36,29.77,0
82.94,58.61,29.79,0
82.94,60.83,29.81,0
82.94,63.13,29.83,0
82.04,64.99,29.83,0
80.96,67.3,29.83,0
80.96,67.3,29.84,0
78.98,71.8,29.84,0
78.98,71.8,29.84,0
78.98,71.8,29.85,0
75.92,81.9,29.86,0
75.92,79.42,29.88,0
77.0,71.15,29.89,0
77.0,71.15,29.91,0
78.08,68.66,29.92,0
80.06,66.79,29.92,0
82.04,62.63,29.93,0
84.92,59.24,29.93,0
87.08,53.29,29.92,0
87.08,53.29,29.91,0
87.08,49.78,29.9,0
87.08,49.78,29.89,0
86.0,53.14,29.89,0
86.0,55.15,29.89,0
84.92,57.09,29.89,0
84.92,55.0,29.91,0
84.92,57.09,29.92,0
84.02,56.61,29.93,0
82.94,60.83,29.94,0
82.04,64.99,29.94,0
82.04,64.99,29.94,0
82.04,64.99,29.94,0
80.06,71.47,29.94,0
80.06,71.47,29.93,0
78.98,74.03,29.93,0
78.08,76.26,29.93,0
78.98,74.03,29.93,0
80.06,74.14,29.93,0
82.04,71.67,29.94,0
82.94,69.61,29.93,0
84.02,71.87,29.92,0
82.94,72.19,29.91,0
86.0,65.45,29.89,0
84.92,67.75,29.87,0
84.92,72.39,29.85,0
84.92,69.82,29.82,0
84.02,69.73,29.81,0
82.94,74.41,29.79,0
82.94,77.14,29.78,0
82.94,77.14,29.78,1
82.94,74.41,29.78,0
75.92,79.42,29.85,1
73.04,93.54,29.81,1
73.04,96.43,29.79,1
73.04,93.54,29.79,1
73.04,96.43,29.77,1
73.94,93.56,29.75,0
73.94,93.56,29.74,0
73.94,97.03,29.74,1
73.94,93.56,29.74,1
73.94,93.56,29.72,1
73.94,97.03,29.71,0
73.94,97.03,29.71,1
75.92,93.61,29.71,0
78.08,84.57,29.7,0
80.96,79.33,29.69,0
82.04,74.32,29.67,0
82.04,71.67,29.65,0
84.02,71.87,29.63,0
82.94,67.53,29.62,0
82.94,65.09,29.62,0
78.98,66.66,29.64,0
75.02,81.83,29.66,0
73.94,90.75,29.68,1
73.94,87.49,29.7,1
73.94,84.84,29.71,1
71.96,78.61,29.71,0
71.06,81.04,29.72,0
71.96,76.19,29.72,0
71.96,76.19,29.71,0
71.06,78.54,29.73,0
71.96,78.61,29.73,0
71.06,81.04,29.74,0
69.98,81.48,29.75,0
69.98,81.48,29.78,0
69.98,84.07,29.79,0
68.0,89.96,29.81,1
68.0,87.18,29.82,1
68.0,83.95,29.85,0
69.08,80.9,29.85,1
69.08,86.69,29.85,1
71.06,78.54,29.86,1
69.98,87.29,29.86,1
69.98,84.07,29.86,1
71.96,81.62,29.87,1
71.06,81.04,29.88,0
71.06,81.04,29.89,0
71.96,76.19,29.9,0
71.96,76.19,29.92,0
71.96,76.19,29.93,0
71.96,71.07,29.94,0
71.06,65.73,29.95,0
69.98,68.19,29.95,0
69.98,68.19,29.95,0
69.08,70.32,29.94,0
68.0,75.83,29.95,0
68.0,75.83,29.96,0
68.0,78.29,29.97,0
68.0,78.29,29.98,0
68.0,78.29,29.99,0
69.08,78.38,30.0,0
68.0,83.95,30.01,1
69.08,90.01,30.0,1
69.98,81.48,30.0,0
71.96,76.19,30.0,0
71.96,76.19,30.0,0
71.96,78.61,30.0,0
73.04,73.46,29.99,0
73.04,75.81,29.97,0
73.04,75.81,29.97,0
71.06,84.14,29.97,0
69.98,84.07,29.98,0
71.06,81.04,30.0,0
71.06,78.54,30.0,0
69.98,81.48,30.0,0
69.98,81.48,30.01,0
71.06,78.54,30.01,0
69.98,78.45,30.0,0
69.08,80.9,29.98,0
68.0,83.95,29.97,0
68.0,83.95,29.97,0
66.02,87.08,29.97,0
66.92,87.13,29.97,0
69.08,80.9,29.96,0
71.06,75.63,29.96,0
71.06,75.63,29.96,0
73.04,70.74,29.95,0
77.0,61.99,29.93,0
77.0,61.99,29.91,0
77.0,61.99,29.89,0
77.0,60.06,29.88,0
75.02,68.75,29.87,0
73.94,73.55,29.85,0
73.04,78.7,29.84,0
73.04,78.7,29.82,0
73.04,78.7,29.81,0
73.04,78.7,29.82,0
73.04,81.19,29.79,0
71.96,90.68,29.77,1
73.04,84.26,29.74,1
71.96,93.51,29.7,1
71.96,93.51,29.66,1
73.04,93.54,29.61,1
73.04,96.43,29.59,1
73.04,93.54,29.56,1
71.96,97.0,29.57,0
71.96,97.0,29.57,0
71.96,93.51,29.58,0
73.04,90.17,29.57,0
75.92,81.9,29.57,0
75.92,76.54,29.57,0
78.98,74.03,29.57,0
78.08,71.26,29.56,0
80.96,64.86,29.55,0
80.96,62.49,29.55,0
80.96,58.35,29.55,0
80.96,52.75,29.55,0
80.06,50.64,29.57,0
80.06,52.29,29.58,0
78.98,58.08,29.6,0
71.06,78.54,29.64,1
73.94,59.66,29.65,1
73.04,63.9,29.66,0
71.96,68.41,29.66,0
71.06,70.53,29.67,0
71.06,70.53,29.67,0
71.06,70.53,29.67,0
69.98,70.86,29.7,0
69.98,70.86,29.71,0
68.0,75.83,29.73,0
68.0,70.2,29.77,1
66.02,69.98,29.79,1
66.92,75.73,29.82,0
68.0,70.2,29.83,0
69.98,56.84,29.85,0
73.04,47.66,29.86,0
75.92,43.29,29.86,0
75.92,35.88,29.85,0
77.0,34.62,29.85,0
75.92,40.23,29.84,0
77.0,37.29,29.84,0
75.02,43.15,29.85,0
75.92,43.29,29.86,0
73.94,42.98,29.89,0
73.04,47.66,29.92,0
73.04,47.66,29.94,0
71.06,54.79,29.96,0
71.06,56.99,29.97,0
69.08,60.97,29.98,0
68.0,63.26,29.98,0
68.0,63.26,29.99,0
66.92,70.54,29.99,0
66.02,75.16,30.0,0
64.94,78.03,30.01,0
66.02,75.16,30.03,0
68.0,70.2,30.05,0
69.98,63.51,30.06,0
73.04,57.27,30.07,0
75.02,53.6,30.07,0
80.06,45.39,30.07,0
80.06,46.88,30.07,0
80.06,54.32,30.07,0
80.06,50.64,30.06,0
80.06,43.66,30.05,0
80.06,45.39,30.05,0
78.08,48.43,30.05,0
75.92,48.42,30.07,0
75.02,47.97,30.08,0
73.94,51.72,30.1,0
73.04,53.31,30.11,0
73.04,49.59,30.11,0
71.96,57.12,30.11,0
71.96,63.76,30.12,0
71.06,65.73,30.12,0
71.06,63.24,30.12,0
69.98,65.6,30.13,0
69.08,65.49,30.12,0
69.08,62.99,30.13,0
69.08,67.65,30.14,0
69.98,68.19,30.15,0
73.04,59.15,30.16,0
73.04,63.9,30.17,0
73.94,57.39,30.16,0
77.0,57.81,30.14,0
78.98,54.17,30.12,0
78.08,52.0,30.11,0
77.0,50.19,30.1,0
75.92,53.73,30.09,0
75.92,53.73,30.09,0
75.02,57.54,30.08,0
73.94,59.66,30.07,0
71.96,63.76,30.07,0
71.96,63.76,30.08,1
71.96,66.26,30.08,0
71.06,63.24,30.08,0
69.98,68.19,30.08,0
69.98,65.6,30.08,0
69.98,68.19,30.06,0
69.98,68.19,30.05,0
71.06,68.31,30.05,0
69.98,70.86,30.04,0
69.08,75.44,30.03,0
69.98,78.45,30.03,0
71.06,78.54,30.04,0
73.04,73.46,30.03,0
73.94,73.55,30.03,0
75.02,68.75,30.01,0
80.06,56.07,29.99,0
80.96,56.55,29.97,0
80.06,60.08,29.95,0
82.04,62.63,29.93,0
80.06,64.35,29.92,0
80.06,66.79,29.91,0
80.06,66.79,29.91,0
82.04,58.49,29.9,0
82.04,58.49,29.9,0
80.96,60.58,29.91,1
80.06,64.35,29.91,0
78.98,66.66,29.92,0
78.98,66.66,29.93,0
78.08,68.66,29.93,0
77.0,71.15,29.92,0
75.92,76.54,29.9,0
75.02,78.86,29.89,0
75.02,78.86,29.91,0
73.94,81.76,29.92,0
75.02,78.86,29.94,0
75.02,81.83,29.94,0
77.0,76.63,29.95,0
78.08,73.95,29.97,0
80.06,71.47,29.97,0
84.02,65.22,29.96,0
87.08,57.03,29.95,0
86.0,57.23,29.93,0
86.0,63.12,29.91,0
86.0,63.12,29.91,0
84.92,63.37,29.89,0
84.92,61.09,29.9,0
84.02,62.87,29.9,0
84.92,61.09,29.89,0
84.92,61.09,29.9,0
84.02,62.87,29.9,0
84.02,65.22,29.9,0
82.94,69.61,29.9,0
82.04,71.67,29.89,0
80.96,74.22,29.89,0
80.06,76.43,29.89,0
80.06,79.26,29.89,0
80.06,79.26,29.89,0
80.06,79.26,29.91,0
78.98,82.11,29.91,0
80.06,81.69,29.92,0
82.04,74.32,29.92,0
84.02,71.87,29.91,0
87.08,65.19,29.92,0
89.06,59.42,29.91,0
91.94,54.31,29.89,0
93.02,49.12,29.87,0
91.94,50.8,29.86,0
91.94,48.97,29.85,0
91.04,50.36,29.85,0
89.96,50.51,29.84,0
91.04,47.06,29.84,0
89.96,50.51,29.85,0
89.06,55.58,29.86,1
87.98,57.5,29.87,0
86.0,63.12,29.88,0
84.92,65.33,29.88,0
84.02,69.73,29.88,0
82.94,72.19,29.87,0
82.94,72.19,29.86,0
82.04,74.32,29.86,0
82.04,74.32,29.86,0
80.96,76.97,29.87,0
80.96,76.97,29.87,0
82.04,74.32,29.87,0
82.94,74.41,29.87,0
84.92,67.75,29.88,0
87.98,61.47,29.87,0
91.04,52.24,29.86,0
89.96,55.7,29.85,0
89.96,54.03,29.84,0
91.04,53.85,29.81,0
91.04,52.24,29.79,0
91.04,50.36,29.78,0
89.96,48.67,29.77,0
89.96,50.51,29.77,0
89.96,48.67,29.78,0
89.06,51.95,29.8,0
87.08,55.3,29.8,0
87.08,57.03,29.81,0
86.0,61.22,29.82,0
84.92,67.75,29.81,0
84.02,69.73,29.81,0
82.94,72.19,29.8,0
82.94,72.19,29.79,0
80.96,76.97,29.8,0
80.96,76.97,29.81,0
80.06,79.26,29.83,0
78.98,71.8,29.86,0
80.96,69.4,29.87,0
82.04,64.99,29.88,0
84.02,58.76,29.88,0
86.0,55.15,29.89,0
87.98,51.8,29.9,0
87.98,49.91,29.9,0
84.02,60.97,29.89,0
86.0,57.23,29.89,0
86.0,55.15,29.89,0
84.92,53.32,29.89,0
84.02,54.88,29.89,0
82.94,53.04,29.92,0
82.94,49.48,29.95,0
82.04,50.94,29.97,0
80.96,58.35,29.98,0
78.98,62.24,29.99,0
78.08,62.13,30.01,0
77.0,60.06,30.02,0
75.92,62.25,30.02,0
75.02,68.75,30.03,0
75.02,70.95,30.05,0
75.02,70.95,30.06,0
75.02,73.66,30.07,0
73.94,73.55,30.09,0
73.04,75.81,30.1,0
73.94,73.55,30.1,0
73.94,71.28,30.12,0
73.94,73.55,30.12,0
75.02,70.95,30.12,0
73.04,78.7,30.12,0
73.04,78.7,30.13,1
73.04,78.7,30.13,1
71.06,84.14,30.13,1
69.08,90.01,30.12,1
69.08,86.69,30.12,1
69.08,86.69,30.12,1
71.06,73.27,30.14,1
71.96,68.41,30.16,0
71.96,71.07,30.15,0
71.96,71.07,30.16,0
71.06,73.27,30.16,0
71.06,73.27,30.15,0
71.06,70.53,30.14,0
71.06,70.53,30.15,0
69.98,73.16,30.15,0
69.98,76.01,30.16,0
69.98,76.01,30.17,0
69.98,73.16,30.17,0
69.98,73.16,30.18,0
71.06,73.27,30.18,0
73.04,65.97,30.18,0
73.94,62.0,30.17,0
75.02,61.74,30.17,0
78.08,55.79,30.17,0
77.0,61.99,30.15,0
78.08,57.96,30.13,0
75.02,68.75,30.14,0
73.94,68.63,30.13,0
73.04,68.53,30.12,0
71.96,71.07,30.11,0
71.96,66.26,30.15,0
71.06,70.53,30.15,0
69.98,78.45,30.14,0
69.98,78.45,30.13,0
69.08,80.9,30.13,0
69.08,84.02,30.12,0
69.08,84.02,30.1,0
69.08,84.02,30.1,0
68.0,87.18,30.11,0
69.08,84.02,30.11,0
69.98,84.07,30.14,0
69.98,84.07,30.14,0
71.96,78.61,30.14,0
73.94,76.36,30.14,0
78.08,64.11,30.13,0
78.08,66.56,30.12,0
78.98,69.19,30.11,0
77.0,76.63,30.1,0
80.06,69.31,30.09,0
80.06,71.47,30.07,0
78.08,76.26,30.07,0
78.08,73.95,30.06,0
75.92,79.42,30.05,0
75.02,84.39,30.07,1
75.92,79.42,30.08,1
75.92,81.9,30.09,0
75.92,81.9,30.1,0
77.0,81.97,30.1,0
75.92,84.96,30.11,0
75.92,87.58,30.1,0
75.92,87.58,30.1,0
75.92,87.58,30.1,0
75.92,87.58,30.1,0
75.92,87.58,30.11,0
75.92,87.58,30.12,0
77.0,84.51,30.13,0
78.08,84.57,30.13,0
80.96,76.97,30.13,0
82.94,72.19,30.12,0
86.0,69.94,30.1,0
89.06,61.24,30.08,0
89.06,57.29,30.07,0
89.96,55.7,30.06,0
87.98,63.36,30.04,0
87.08,67.58,30.03,0
86.0,67.46,30.03,0
84.02,71.87,30.04,0
82.94,74.41,30.05,0
84.02,74.51,30.06,0
82.94,77.14,30.06,0
82.94,72.19,30.06,0
82.94,72.19,30.07,0
82.94,69.61,30.06,0
80.96,69.4,30.06,0
80.96,67.3,30.05,0
80.06,66.79,30.05,0
78.98,66.66,30.06,0
78.08,71.26,30.06,0
77.0,73.85,30.07,0
78.08,71.26,30.09,0
80.06,66.79,30.09,0
82.94,63.13,30.1,0
84.92,63.37,30.1,0
87.98,51.8,30.09,0
89.96,52.08,30.08,0
89.06,51.95,30.07,0
89.06,51.95,30.05,0
89.96,50.51,30.04,0
89.06,51.95,30.03,0
87.98,57.5,30.03,0
84.92,63.37,30.03,0
84.92,61.09,30.04,0
84.92,59.24,30.05,0
82.94,65.09,30.07,0
82.04,64.99,30.07,0
80.96,67.3,30.07,0
80.06,69.31,30.07,0
80.06,71.47,30.06,0
78.08,79.1,30.06,0
78.08,81.55,30.07,0
78.08,81.55,30.07,0
78.08,84.57,30.07,0
77.0,87.64,30.09,0
78.98,82.11,30.1,0
82.04,74.32,30.1,0
84.02,69.73,30.11,0
84.92,72.39,30.1,0
82.04,76.6,30.09,0
84.92,67.75,30.08,0
87.98,61.47,30.06,0
87.98,61.47,30.05,0
86.0,63.12,30.04,0
84.92,65.33,30.02,0
82.94,67.53,30.02,0
80.96,72.0,30.02,0
80.06,74.14,30.02,1
80.06,74.14,30.04,1
80.06,76.43,30.05,0
80.06,74.14,30.05,0
80.06,71.47,30.04,0
78.98,76.8,30.04,0
78.08,84.57,30.03,0
78.08,87.16,30.02,0
78.08,87.16,30.01,0
78.08,87.16,30.0,0
78.98,84.63,30.01,0
78.08,87.16,30.02,0
78.98,84.63,30.01,0
80.96,82.24,30.0,0
82.94,77.14,30.0,0
84.92,69.82,29.99,0
89.06,61.24,29.97,0
91.04,55.85,29.96,0
91.94,55.97,29.92,0
91.04,53.85,29.9,0
91.04,55.85,29.89,0
89.06,59.42,29.89,0
89.96,57.76,29.9,0
75.02,93.59,29.98,1
75.02,93.59,29.98,1
73.94,97.03,29.99,0
73.94,93.56,29.99,0
73.04,93.54,30.0,0
73.94,90.75,29.99,0
73.04,93.54,29.99,0
73.94,90.75,29.99,0
75.02,90.25,29.99,0
75.02,90.25,29.99,0
75.02,87.54,29.99,0
73.94,93.56,29.99,0
75.02,90.25,30.0,0
75.02,87.54,30.0,0
75.02,78.86,30.01,0
75.02,81.83,30.02,0
75.02,78.86,30.02,0
73.94,78.77,30.02,0
73.94,76.36,30.02,0
73.94,76.36,30.0,0
73.04,78.7,29.99,0
73.04,75.81,29.98,0
71.96,76.19,29.97,0
71.96,76.19,29.96,0
71.96,78.61,29.97,0
71.96,76.19,29.97,0
71.06,78.54,29.98,0
69.08,90.01,29.99,1
69.98,84.07,29.97,0
71.06,81.04,29.96,0
71.06,78.54,29.97,0
69.98,84.07,29.96,1
69.98,84.07,29.94,0
69.98,84.07,29.93,0
69.98,81.48,29.93,0
69.98,73.16,29.93,0
69.08,65.49,29.94,1
68.0,67.96,29.97,1
66.92,70.54,29.95,1
68.0,60.82,29.97,0
69.08,56.72,29.98,0
69.98,55.0,29.98,0
69.08,54.51,29.98,0
68.0,58.85,29.99,1
68.0,58.85,29.97,1
66.02,63.01,29.98,1
66.02,65.12,29.98,1
64.04,77.95,30.0,1
62.96,80.96,30.01,1
62.96,86.92,30.01,1
62.06,86.31,30.02,1
62.96,80.96,30.03,1
62.06,74.78,30.02,0
62.06,72.36,30.03,0
62.06,67.27,30.03,0
62.06,62.08,30.03,0
62.06,53.48,30.03,0
60.08,61.82,30.04,1
55.94,83.71,30.04,1
55.04,93.03,30.04,1
55.94,86.54,30.05,1
57.02,80.51,30.06,1
55.94,86.54,30.08,1
57.02,86.6,30.09,1
57.02,89.49,30.09,1
57.92,90.12,30.09,1
57.92,93.11,30.09,1
59.0,93.14,30.08,1
60.08,92.58,30.05,1
60.08,92.58,30.04,1
59.0,93.14,30.05,1
59.0,93.14,30.05,1
57.92,93.11,30.06,1
57.92,93.11,30.06,1
59.0,89.58,30.08,1
57.92,90.12,30.1,1
59.0,77.52,30.12,1
57.92,86.65,30.11,1
55.04,86.49,30.11,1
55.04,93.03,30.1,1
53.96,93.0,30.08,1
55.04,93.03,30.08,1
53.96,96.76,30.06,1
55.04,96.14,30.06,1
55.94,96.79,30.06,1
57.02,96.17,30.06,1
59.0,93.14,30.05,1
60.98,93.2,30.05,1
60.98,96.86,30.06,1
62.06,96.26,30.06,1
62.06,96.26,30.04,1
62.06,93.23,30.04,1
60.98,93.2,30.03,1
60.98,96.86,30.01,1
60.98,96.86,30.0,1
60.98,96.86,29.98,1
62.96,93.26,29.98,1
62.06,96.26,29.97,1
64.04,96.29,29.98,1
64.04,96.29,29.98,1
62.06,96.26,29.97,1
62.06,96.26,29.96,1
62.06,96.26,29.95,1
62.06,96.26,29.94,1
62.96,93.26,29.93,0
62.96,96.88,29.94,0
62.96,96.88,29.94,0
62.96,96.88,29.95,0
62.96,96.88,29.96,0
64.04,96.29,29.97,0
64.04,96.29,29.99,0
66.02,96.32,30.0,1
66.92,93.37,30.0,1
69.98,93.45,30.0,1
69.98,93.45,30.0,0
71.96,84.2,30.01,0
71.06,90.09,29.99,1
73.04,87.44,29.98,1
73.94,84.84,29.98,0
73.04,87.44,29.99,0
73.04,87.44,29.99,0
73.04,90.17,29.99,0
71.96,93.51,30.02,0
73.04,90.17,30.01,0
73.04,90.17,30.02,0
73.04,90.17,30.02,0
73.04,90.17,30.03,0
73.04,90.17,30.02,0
73.04,90.17,30.02,0
71.96,93.51,30.03,1
71.96,97.0,30.03,0
71.96,97.0,30.04,0
71.96,97.0,30.05,1
73.04,96.43,30.07,1
73.04,96.43,30.07,0
73.94,93.56,30.08,0
73.94,93.56,30.09,1
73.04,93.54,30.1,1
75.02,90.25,30.09,0
75.92,87.58,30.08,0
75.92,87.58,30.07,0
75.92,87.58,30.07,0
75.92,90.83,30.07,0
75.02,93.59,30.07,1
73.94,93.56,30.08,1
73.04,93.54,30.08,1
71.96,97.0,30.09,1
71.96,93.51,30.09,1
71.96,93.51,30.09,1
71.06,96.4,30.11,0
71.06,96.4,30.09,0
71.06,96.4,30.1,0
69.98,96.98,30.1,1
69.98,96.98,30.09,1
69.08,96.37,30.09,1
69.08,96.37,30.1,1
69.08,96.37,30.11,1
69.98,93.45,30.12,0
69.98,93.45,30.12,0
69.98,90.04,30.13,0
71.96,87.39,30.14,0
71.96,87.39,30.13,0
73.04,84.26,30.13,0
73.94,81.76,30.12,0
75.02,81.83,30.1,0
73.94,84.84,30.09,0
73.94,81.76,30.09,0
73.94,81.76,30.09,0
73.04,84.26,30.1,0
73.04,81.19,30.1,0
71.96,84.2,30.1,0
71.96,87.39,30.1,0
71.96,84.2,30.09,0
71.06,86.8,30.1,0
71.06,84.14,30.1,0
69.98,84.07,30.09,0
69.08,92.85,30.08,1
69.08,92.85,30.09,1
69.08,92.85,30.09,1
69.08,90.01,30.09,0
69.08,92.85,30.09,0
69.98,90.04,30.1,0
69.98,90.04,30.11,0
69.98,90.04,30.11,0
71.06,86.8,30.11,0
71.06,84.14,30.1,0
73.04,81.19,30.1,0
73.94,78.77,30.09,0
73.04,78.7,30.07,0
75.02,73.66,30.06,0
73.04,84.26,30.06,0
73.04,75.81,30.05,0
73.04,75.81,30.06,0
71.96,81.62,30.06,0
71.96,76.19,30.07,0
71.96,73.36,30.08,0
71.06,78.54,30.08,0
71.96,76.19,30.08,0
71.06,78.54,30.06,0
69.08,80.9,30.05,0
69.08,84.02,30.05,0
66.92,93.37,30.04,0
66.92,93.37,30.04,0
66.92,93.37,30.05,0
66.92,93.37,30.06,0
68.0,93.4,30.07,0
69.98,87.29,30.08,0
73.04,75.81,30.09,0
73.94,76.36,30.08,0
78.08,66.56,30.08,0
75.92,71.48,30.06,0
77.0,68.97,30.05,0
78.98,62.24,30.03,0
75.92,76.54,30.03,0
75.92,73.74,30.03,0
75.02,73.66,30.03,0
73.04,75.81,30.04,0
71.96,76.19,30.03,0
71.06,78.54,30.05,0
69.98,78.45,30.04,0
69.98,73.16,30.05,0
69.08,80.9,30.05,0
69.08,80.9,30.05,0
69.08,80.9,30.05,0
69.08,80.9,30.04,0
69.08,84.02,30.04,0
69.08,80.9,30.05,0
68.0,87.18,30.05,0
68.0,87.18,30.06,0
69.98,84.07,30.07,0
71.96,78.61,30.07,0
75.02,70.95,30.08,0
77.0,68.97,30.08,0
80.06,60.08,30.07,0
82.94,56.82,30.06,0
82.04,62.63,30.05,0
82.04,52.57,30.04,0
80.96,64.86,30.04,0
80.06,64.35,30.03,0
78.08,66.56,30.03,0
75.02,70.95,30.03,0
73.94,71.28,30.04,0
73.94,71.28,30.05,0
73.04,75.81,30.05,0
73.04,73.46,30.06,0
73.04,70.74,30.05,0
71.06,78.54,30.05,0
69.98,81.48,30.05,0
69.98,81.48,30.04,0
69.98,84.07,30.03,0
69.08,86.69,30.02,0
69.08,90.01,30.03,0
69.08,92.85,30.02,0
71.96,84.2,30.02,0
71.96,87.39,30.01,0
73.94,84.84,30.0,0
75.02,81.83,29.99,0
75.92,81.9,29.98,0
77.0,79.02,29.96,0
77.0,81.97,29.94,0
77.0,81.97,29.92,0
77.0,81.97,29.89,0
75.02,87.54,29.88,1
75.02,84.39,29.86,1
75.02,81.83,29.85,0
75.02,81.83,29.84,1
75.02,81.83,29.83,1
75.02,84.39,29.81,1
75.02,81.83,29.79,1
75.02,84.39,29.78,1
75.02,87.54,29.75,1
75.02,90.25,29.72,0
75.92,87.58,29.7,0
75.92,87.58,29.67,1
75.92,87.58,29.66,0
75.92,87.58,29.64,0
75.92,90.83,29.63,1
75.92,93.61,29.64,1
77.0,87.64,29.62,1
75.92,93.61,29.62,1
77.0,90.32,29.61,1
78.98,82.11,29.6,0
75.92,93.61,29.6,1
75.02,96.46,29.59,1
71.06,96.4,29.61,1
71.06,96.4,29.61,1
69.98,96.98,29.61,1
71.06,96.4,29.61,1
71.96,90.68,29.62,0
71.06,96.4,29.64,0
71.06,93.48,29.65,0
71.96,93.51,29.64,0
71.96,90.68,29.64,0
71.96,90.68,29.64,0
71.06,93.48,29.64,0
69.98,93.45,29.64,0
69.98,90.04,29.65,0
69.98,87.29,29.65,0
69.08,90.01,29.65,0
69.08,90.01,29.68,0
69.08,90.01,29.7,0
71.06,86.8,29.72,0
73.04,81.19,29.73,0
75.02,78.86,29.75,0
77.0,71.15,29.76,0
78.08,66.56,29.77,0
78.98,64.62,29.77,0
80.06,56.07,29.77,0
78.98,58.08,29.77,0
80.06,50.64,29.76,0
78.98,54.17,29.78,0
78.08,55.79,29.8,0
75.02,73.66,29.81,0
71.96,87.39,29.83,0
71.96,84.2,29.86,0
71.06,84.14,29.89,0
71.06,81.04,29.91,1
71.06,81.04,29.92,0
68.0,87.18,29.93,1
68.0,78.29,29.94,0
66.92,75.73,29.95,0
66.02,75.16,29.96,0
66.02,75.16,29.97,0
64.94,78.03,29.99,0
66.02,78.12,30.01,0
64.94,78.03,30.05,0
66.02,75.16,30.06,0
66.02,72.77,30.08,0
68.0,67.96,30.1,0
68.0,67.96,30.11,0
68.0,72.97,30.1,0
69.98,68.19,30.09,0
71.06,65.73,30.07,0
69.98,70.86,30.07,0
